idCidadao;nome;cartaoSUS;dataNascimento;celular;telefone;email;endereco;cep
485;Pedro S Correia;034480281547951;10/04/2007;;(61) 3457-2601;PedroSilvaCorreia@einrot.com;;
486;Leonardo G Rocha;503282492304772;23/01/1944;;(51) 8956-5449;LeonardoGoncalvesRocha@einrot.com;;
487;Matilde P Silva;185524652707402;07/06/1960;;(49) 5130-5561;MatildePintoSilva@fleckens.hu;;
488;Nicolas A Cavalcanti;553871121452839;24/07/2002;;(81) 8632-7028;NicolasAraujoCavalcanti@rhyta.com;;
489;Mateus C Oliveira;147600165336086;02/09/1964;;(91) 7424-9026;MateusCastroOliveira@dayrep.com;;
490;Kauê B Gomes;332720842087371;31/10/1998;;(81) 6118-9264;KaueBarbosaGomes@armyspy.com;;
491;Leonor D Azevedo;285046062696204;03/02/1985;;(16) 4589-9259;LeonorDiasAzevedo@jourrapide.com;;
492;Davi C Martins;948111105314141;01/01/1920;;(87) 3057-9468;DaviCostaMartins@dayrep.com;;
493;Leonardo O Azevedo;279884480750481;13/04/1938;;(31) 9907-5660;LeonardoOliveiraAzevedo@armyspy.com;;
494;Cauã C Azevedo;976888999530055;19/05/1923;;(27) 4053-8527;CauaCastroAzevedo@cuvox.de;;
495;Diego D Carvalho;283261610795833;02/12/1975;;(18) 2382-8395;DiegoDiasCarvalho@armyspy.com;;
496;Rebeca A Costa;716556218125106;14/09/1997;;(31) 2319-2277;RebecaAlvesCosta@cuvox.de;;
497;Eduardo S Melo;943779603210896;19/03/2006;;(11) 5791-9126;EduardoSousaMelo@cuvox.de;;
498;Douglas R Melo;568223845758368;21/01/1939;;(61) 4180-3594;DouglasRochaMelo@superrito.com;;
499;Anna C Silva;963330201532611;29/04/1949;;(27) 6611-7483;AnnaCorreiaSilva@dayrep.com;;
500;Joao B Rocha;278000494969796;15/05/1973;;(47) 7456-9982;JoaoBarrosRocha@teleworm.us;;
